Unnamed: 0,country,year_1978,year_1979,year_1980,year_1981,year_1982,year_1983,year_1984,year_1985,year_1986,year_1987,year_1988,year_1989,year_1990,year_1991,year_1992,year_1993,year_1994,year_1995,year_1996,year_1997,year_1998,year_1999,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
108,Lao PDR,3168838.0,3207331.0,3258149.0,3323353.0,3401193.0,3489910.0,3586315.0,3687889.0,3794204.0,3905530.0,4020817.0,4138845.0,4258471,4379234,4500346.0,4619946.0,4735837.0,4846477,4951189,5050308,5144601,5235339,5323701,5409584,5493247,5576640,5662199,5751675,5846075,5944950,6046630,6148621,6249168,6347564,6444527.0,6541302.0,6639763.0,6741160.0,6845848.0,6953031.0,7061498.0,7169456.0,7275556.0
109,Latvia,2497921.0,2505953.0,2511701.0,2519421.0,2531080.0,2546011.0,2562047.0,2578873.0,2599892.0,2626583.0,2653434.0,2666955.0,2663151,2650581,2614338.0,2563290.0,2520742.0,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0,1901548.0
110,Lebanon,2597202.0,2590911.0,2588928.0,2594299.0,2606148.0,2622072.0,2638056.0,2651992.0,2660873.0,2667957.0,2684682.0,2726438.0,2803032,2921700,3076133.0,3246129.0,3403359.0,3528379,3610663,3658425,3693514,3747762,3842774,3990999,4182205,4388378,4569377,4698761,4759760,4767347,4764745,4813026,4953064,5202022,5537620.0,5913016.0,6261046.0,6532681.0,6714281.0,6819373.0,6859408.0,6855709.0,6825442.0
111,Lesotho,1265211.0,1302670.0,1340258.0,1377808.0,1415362.0,1452727.0,1489685.0,1526132.0,1561687.0,1596395.0,1630993.0,1666564.0,1703757,1742534,1782284.0,1822237.0,1861323.0,1898598,1934294,1968054,1997524,2019732,2032805,2035738,2029832,2018355,2005953,1996115,1989933,1986926,1987130,1990135,1995575,2003793,2014988.0,2028528.0,2043448.0,2059011.0,2075041.0,2091532.0,2108327.0,2125267.0,2142252.0
112,Liberia,1740919.0,1794251.0,1852991.0,1918832.0,1989477.0,2057232.0,2111667.0,2145756.0,2158434.0,2153312.0,2134105.0,2106429.0,2075917,2040141,2001612.0,1976701.0,1986491.0,2044657,2160480,2326210,2517472,2699708,2848447,2953928,3024727,3077055,3135654,3218114,3329211,3461911,3607863,3754129,3891357,4017446,4135662.0,4248337.0,4359508.0,4472229.0,4586788.0,4702224.0,4818976.0,4937374.0,5057677.0
113,Libya,2979102.0,3096724.0,3219462.0,3347779.0,3480443.0,3614682.0,3746712.0,3873781.0,3994601.0,4109717.0,4220451.0,4328935.0,4436663,4544245,4650896.0,4755134.0,4854871.0,4948796,5036173,5118008,5196774,5275921,5357893,5443249,5531097,5620545,5710163,5798615,5886874,5974786,6058740,6133987,6197667,6247438,6285751.0,6320350.0,6362039.0,6418315.0,6492160.0,6580723.0,6678565.0,6777453.0,6871287.0
114,Liechtenstein,24968.0,25463.0,25881.0,26229.0,26533.0,26790.0,27028.0,27286.0,27552.0,27835.0,28135.0,28449.0,28790,29166,29552.0,29987.0,30415.0,30884,31354,31830,32306,32765,33184,33543,33885,34172,34444,34718,34975,35217,35469,35723,35996,36299,36615.0,36940.0,37219.0,37465.0,37655.0,37805.0,37918.0,38020.0,38137.0
115,Lithuania,3379514.0,3397842.0,3413202.0,3432947.0,3457179.0,3485192.0,3514205.0,3544543.0,3578914.0,3616367.0,3655049.0,3684255.0,3697838,3704134,3700114.0,3682613.0,3657144.0,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0,2794700.0
116,Luxembourg,362007.0,362856.0,364150.0,365225.0,365525.0,365622.0,365998.0,366706.0,368355.0,370750.0,373450.0,377100.0,381850,387000,392175.0,397475.0,402925.0,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,620001.0,632275.0
117,"Macao SAR, China",235175.0,235440.0,238085.0,243373.0,251154.0,260921.0,271914.0,283490.0,295597.0,308181.0,320774.0,332783.0,343816,353623,362308.0,370195.0,377805.0,385517,393376,401353,409620,418388,427772,437928,448813,460157,471600,482863,493804,504504,515232,526401,538215,550833,564037.0,577368.0,590210.0,602093.0,612824.0,622578.0,631633.0,640446.0,649342.0
118,Madagascar,8230214.0,8469677.0,8716549.0,8971339.0,9234137.0,9504283.0,9780869.0,10063493.0,10352117.0,10647753.0,10952396.0,11268653.0,11598647,11942809,12301338.0,12675469.0,13066544.0,13475403,13902697,14347860,14808791,15282524,15766806,16260933,16765122,17279139,17802992,18336722,18880265,19433520,19996476,20569115,21151640,21743970,22346641.0,22961259.0,23589897.0,24234080.0,24894370.0,25570511.0,26262313.0,26969306.0,27691019.0
119,Malawi,5896864.0,6075485.0,6250434.0,6412380.0,6565985.0,6737924.0,6964613.0,7268271.0,7666390.0,8141140.0,8636686.0,9075568.0,9404499,9600361,9685974.0,9710335.0,9745695.0,9844418,10022783,10264906,10552345,10854325,11148751,11432001,11713663,12000183,12301837,12625950,12973693,13341808,13727899,14128161,14539609,14962118,15396010.0,15839287.0,16289550.0,16745305.0,17205253.0,17670193.0,18143215.0,18628749.0,19129955.0
120,Malaysia,13122833.0,13460035.0,13798094.0,14134060.0,14471215.0,14819430.0,15192300.0,15598924.0,16043736.0,16522004.0,17022470.0,17528961.0,18029824,18519941,19002660.0,19484901.0,19977508.0,20487604,21017619,21562790,22114647,22661293,23194252,23709115,24208391,24698821,25190647,25690615,26201954,26720367,27236003,27735038,28208028,28650962,29068189.0,29468923.0,29866606.0,30270965.0,30684652.0,31104655.0,31528033.0,31949789.0,32365998.0
121,Maldives,148774.0,153276.0,158271.0,163821.0,169849.0,176255.0,182848.0,189540.0,196262.0,203024.0,209787.0,216502.0,223159,229743,236271.0,242596.0,248582.0,254144,259178,263836,268445,273522,279396,286309,294185,302681,311265,319604,327489,335172,343448,353391,365730,380493,397231.0,415592.0,435018.0,454914.0,475505.0,496398.0,515704.0,530957.0,540542.0
122,Mali,6831090.0,6956409.0,7090124.0,7234725.0,7388670.0,7545163.0,7694857.0,7831888.0,7952863.0,8062216.0,8171525.0,8296919.0,8449915,8635528,8850334.0,9087173.0,9334893.0,9585660,9837575,10094363,10360564,10642937,10946448,11271603,11616890,11982692,12369078,12775509,13203378,13651455,14113578,14581427,15049352,15514593,15979492.0,16449854.0,16934213.0,17438772.0,17965448.0,18512429.0,19077755.0,19658023.0,20250834.0
123,Malta,310182.0,313342.0,316645.0,318982.0,325898.0,330524.0,330593.0,336452.0,342121.0,344485.0,347325.0,350722.0,354170,363845,367618.0,371308.0,374797.0,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028.0,425967.0,434558.0,445053.0,455356.0,467999.0,484630.0,504062.0,525285.0
124,Marshall Islands,28400.0,29417.0,30574.0,31883.0,33330.0,34881.0,36564.0,38331.0,40212.0,42168.0,44092.0,45827.0,47265,48403,49242.0,49828.0,50214.0,50454,50523,50453,50356,50418,50754,51411,52368,53465,54476,55257,55765,56046,56166,56255,56361,56524,56712.0,56933.0,57183.0,57444.0,57723.0,58053.0,58412.0,58791.0,59194.0
125,Mauritania,1453028.0,1496174.0,1540644.0,1586496.0,1633655.0,1681859.0,1730737.0,1780033.0,1829678.0,1879756.0,1930427.0,1981902.0,2034347,2087914,2142645.0,2198538.0,2255520.0,2313630,2372900,2433567,2496217,2561584,2630217,2702405,2778097,2857150,2939246,3024198,3111908,3202512,3296237,3393408,3494200,3598646,3706555.0,3817497.0,3930894.0,4046304.0,4163532.0,4282582.0,4403312.0,4525698.0,4649660.0
126,Mauritius,933499.0,949888.0,966039.0,980462.0,992521.0,1001691.0,1012221.0,1020528.0,1028360.0,1036082.0,1043239.0,1051260.0,1058775,1070266,1084441.0,1097374.0,1112846.0,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882.0,1258653.0,1260934.0,1262605.0,1263473.0,1264613.0,1265303.0,1265711.0,1265740.0
127,Mexico,64494872.0,66123908.0,67761367.0,69407623.0,71058650.0,72709306.0,74352631.0,75983486.0,77599105.0,79200081.0,80788725.0,82368930.0,83943135,85512621,87075136.0,88625440.0,90156396.0,91663290,93147045,94611008,96056313,97484823,98899845,100298152,101684764,103081020,104514934,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,124777326.0,126190782.0,127575529.0,128932753.0
128,"Micronesia, Fed. Sts.",68196.0,70515.0,72936.0,75422.0,78015.0,80630.0,83192.0,85641.0,87904.0,89985.0,91984.0,94062.0,96304,98779,101386.0,103901.0,106030.0,107535,108311,108473,108206,107769,107405,107170,107027,106902,106624,106135,105374,104442,103549,102971,102916,103448,104506.0,105922.0,107444.0,108886.0,110215.0,111461.0,112640.0,113811.0,115021.0
129,Moldova,2682309.0,2703999.0,2728099.0,2754609.0,2782725.0,2811645.0,2840565.0,2867878.0,2893584.0,2918487.0,2940177.0,2957047.0,2969097,2975523,2977130.0,2973114.0,2964277.0,2952307,2946401,2935524,2934339,2929735,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458.0,2858692.0,2856950.0,2834530.0,2802170.0,2755158.0,2708214.0,2663251.0,2617820.0
130,Monaco,26090.0,26391.0,26752.0,27162.0,27633.0,28091.0,28511.0,28836.0,29050.0,29156.0,29232.0,29309.0,29433,29629,29859.0,30145.0,30436.0,30731,31001,31268,31554,31836,32148,32474,32804,33144,33499,33842,34189,34524,34860,35223,35609,36025,36459.0,36899.0,37320.0,37723.0,38070.0,38392.0,38682.0,38967.0,39244.0
131,Mongolia,1603910.0,1646290.0,1689622.0,1733475.0,1777727.0,1823214.0,1871089.0,1921889.0,1976313.0,2033351.0,2089709.0,2141005.0,2184139,2217918,2243495.0,2263196.0,2280475.0,2298017,2316571,2335744,2355667,2376228,2397417,2419594,2443261,2468765,2496394,2526429,2558854,2593819,2631899,2673794,2719902,2770357,2824698.0,2881783.0,2940111.0,2998433.0,3056358.0,3113788.0,3170214.0,3225166.0,3278292.0
132,Montenegro,562065.0,566888.0,572608.0,579445.0,587001.0,594506.0,600884.0,605398.0,607711.0,608144.0,607413.0,606571.0,606372,607105,608516.0,610170.0,611389.0,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601.0,621207.0,621810.0,622159.0,622303.0,622373.0,622227.0,622028.0,621718.0
133,Morocco,19059773.0,19516942.0,19990006.0,20479709.0,20984023.0,21495088.0,22002641.0,22499111.0,22980334.0,23447256.0,23903592.0,24355624.0,24807461,25260407,25711410.0,26155204.0,26584473.0,26994255,27383472,27754573,28110447,28455504,28793672,29126323,29454765,29782884,30115196,30455563,30804689,31163670,31536807,31929087,32343384,32781860,33241898.0,33715705.0,34192358.0,34663608.0,35126274.0,35581257.0,36029089.0,36471766.0,36910558.0
134,Mozambique,11041206.0,11341405.0,11630194.0,11913085.0,12189817.0,12439773.0,12636120.0,12764385.0,12808566.0,12786353.0,12758003.0,12805950.0,12987292,13328029,13805999.0,14370950.0,14948050.0,15483277,15960445,16397175,16813946,17244176,17711925,18221884,18764147,19331097,19910549,20493927,21080108,21673319,22276596,22894718,23531567,24187500,24862673.0,25560752.0,26286192.0,27042001.0,27829930.0,28649007.0,29496009.0,30366043.0,31255435.0
135,Myanmar,32748782.0,33481397.0,34224316.0,34976465.0,35734273.0,36491804.0,37241530.0,37977087.0,38698484.0,39404350.0,40085653.0,40731439.0,41335188,41890192,42401686.0,42889992.0,43383421.0,43901598,44452203,45027223,45611220,46181075,46719698,47225119,47702163,48148907,48564489,48949931,49301049,49621479,49929642,50250366,50600827,50990612,51413703.0,51852464.0,52280816.0,52680724.0,53045199.0,53382521.0,53708318.0,54045422.0,54409794.0
136,Namibia,1014055.0,1035379.0,1057723.0,1080938.0,1105103.0,1131624.0,1162282.0,1198149.0,1239923.0,1286796.0,1336545.0,1386011.0,1432899,1476399,1516951.0,1555098.0,1591826.0,1627866,1663378,1698029,1731635,1763861,1794583,1823667,1851519,1879113,1907737,1938316,1971318,2006516,2043382,2081039,2118877,2156698,2194777.0,2233506.0,2273426.0,2314901.0,2358044.0,2402623.0,2448300.0,2494524.0,2540916.0
137,Nauru,7505.0,7626.0,7751.0,7871.0,8016.0,8163.0,8331.0,8501.0,8679.0,8868.0,9058.0,9275.0,9506,9766,10030.0,10287.0,10496.0,10626,10677,10643,10567,10449,10335,10219,10102,9990,9906,9848,9827,9846,9880,9945,10009,10069,10136.0,10208.0,10289.0,10374.0,10474.0,10577.0,10678.0,10764.0,10834.0
138,Nepal,14347653.0,14676932.0,15016408.0,15367229.0,15729431.0,16100623.0,16477488.0,16858315.0,17239677.0,17623697.0,18020755.0,18445021.0,18905480,19405506,19938322.0,20489973.0,21040899.0,21576074,22090352,22584772,23057875,23509971,23941099,24347113,24725625,25080880,25419337,25744500,26066687,26382586,26666581,26883531,27013207,27041220,26989160.0,26916795.0,26905982.0,27015033.0,27263430.0,27632682.0,28095712.0,28608715.0,29136808.0
139,Netherlands,13941700.0,14038270.0,14149800.0,14247208.0,14312690.0,14367070.0,14424211.0,14491632.0,14572278.0,14665037.0,14760094.0,14848907.0,14951510,15069798,15184166.0,15290368.0,15382838.0,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17131296.0,17231624.0,17344874.0,17441139.0
140,New Caledonia,137500.0,138500.0,140050.0,142650.0,145700.0,148700.0,151650.0,154450.0,157350.0,160500.0,163650.0,166898.0,170899,175362,179799.0,184496.0,189482.0,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000.0,263650.0,268050.0,268700.0,269350.0,270000.0,270650.0,271300.0,271960.0
141,New Zealand,3121200.0,3109000.0,3112900.0,3124900.0,3156100.0,3199300.0,3227100.0,3247100.0,3246300.0,3274400.0,3283400.0,3299200.0,3329800,3495100,3531700.0,3572200.0,3620000.0,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100.0,4442100.0,4516500.0,4609400.0,4714100.0,4813600.0,4900600.0,4979300.0,5084300.0
142,Nicaragua,3077861.0,3171404.0,3265520.0,3360142.0,3455129.0,3549711.0,3642978.0,3734343.0,3823133.0,3909672.0,3995529.0,4082958.0,4173435,4267570,4364514.0,4462496.0,4559010.0,4652185,4741571,4827658,4910642,4991041,5069310,5145367,5219324,5292115,5364930,5438692,5513757,5590066,5667436,5745538,5824058,5903035,5982530.0,6062462.0,6142734.0,6223234.0,6303970.0,6384843.0,6465502.0,6545503.0,6624554.0
143,Niger,5652655.0,5818763.0,5989000.0,6163711.0,6343530.0,6528646.0,6719310.0,6915994.0,7118885.0,7328934.0,7548429.0,7780242.0,8026592,8288739,8566773.0,8860297.0,9168316.0,9490289,9826600,10178196,10545720,10929922,11331561,11751364,12189988,12647983,13125914,13624474,14143969,14685404,15250913,15843131,16464025,17114770,17795209.0,18504287.0,19240182.0,20001663.0,20788789.0,21602388.0,22442831.0,23310719.0,24206636.0
144,Nigeria,69271915.0,71361141.0,73423646.0,75440505.0,77427539.0,79414841.0,81448757.0,83562776.0,85766396.0,88048029.0,90395278.0,92788039.0,95212454,97667632,100161708.0,102700751.0,105293701.0,107948339,110668784,113457661,116319763,119260055,122283853,125394046,128596079,131900634,135320420,138865014,142538305,146339971,150269622,154324939,158503203,162805080,167228803.0,171765819.0,176404931.0,181137454.0,185960244.0,190873247.0,195874685.0,200963603.0,206139587.0
145,North Macedonia,1877690.0,1902718.0,1924203.0,1941527.0,1955247.0,1965892.0,1974413.0,1981536.0,1987538.0,1992278.0,1995508.0,1996863.0,1996218,1993304,1988659.0,1984024.0,1981713.0,1983259,1989441,1999588,2012052,2024393,2034823,2042844,2048930,2053426,2057044,2060280,2063132,2065408,2067309,2069030,2070737,2072484,2074275.0,2076065.0,2077780.0,2079335.0,2080746.0,2081996.0,2082957.0,2083458.0,2083380.0
146,Northern Mariana Islands,15167.0,15640.0,16633.0,18168.0,20163.0,22622.0,25496.0,28719.0,32377.0,36371.0,40294.0,43542.0,45752,46662,46473.0,45763.0,45361.0,45872,47518,50052,52999,55633,57453,58319,58412,57954,57240,56547,55886,55215,54621,54194,53971,54013,54306.0,54786.0,55301.0,55779.0,56187.0,56553.0,56889.0,57213.0,57557.0
147,Norway,4058671.0,4072517.0,4085620.0,4099702.0,4114787.0,4128432.0,4140099.0,4152516.0,4167354.0,4186905.0,4209488.0,4226901.0,4241473,4261732,4286401.0,4311991.0,4336613.0,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573.0,5079623.0,5137232.0,5188607.0,5234519.0,5276968.0,5311916.0,5347896.0,5379475.0
148,Oman,1032797.0,1091858.0,1154373.0,1220578.0,1290121.0,1361085.0,1431066.0,1498413.0,1561180.0,1619871.0,1678119.0,1741155.0,1812158,1893761,1983272.0,2072106.0,2148416.0,2204267,2236652,2249759,2251859,2254898,2267973,2294959,2334860,2386164,2445524,2511254,2580753,2657162,2750956,2876186,3041435,3251102,3498031.0,3764805.0,4027255.0,4267341.0,4479217.0,4665926.0,4829476.0,4974992.0,5106622.0
149,Pakistan,73197254.0,75561128.0,78054346.0,80680461.0,83431597.0,86285936.0,89213708.0,92191505.0,95215375.0,98285762.0,101389603.0,104512874.0,107647918,110778655,113911126.0,117086680.0,120362764.0,123776835,127349293,131057432,134843233,138624625,142343583,145978408,149549695,153093371,156664698,160304007,164022626,167808106,171648984,175525610,179424643,183340168,187280125.0,191260799.0,195305012.0,199426953.0,203631356.0,207906210.0,212228288.0,216565317.0,220892331.0
150,Palau,12409.0,12231.0,12178.0,12281.0,12519.0,12842.0,13190.0,13534.0,13835.0,14121.0,14400.0,14704.0,15063,15442,15859.0,16285.0,16735.0,17158,17599,18016,18409,18773,19104,19390,19642,19812,19861,19784,19545,19159,18708,18290,17954,17748,17635.0,17603.0,17625.0,17665.0,17718.0,17809.0,17911.0,18001.0,18092.0
151,Panama,1884427.0,1931302.0,1978489.0,2025965.0,2073748.0,2121863.0,2170330.0,2219200.0,2268500.0,2318259.0,2368556.0,2419424.0,2470946,2523115,2575949.0,2629584.0,2684117.0,2739667,2796291,2853907,2912318,2971197,3030333,3089641,3149195,3209056,3269356,3330222,3391673,3453671,3516204,3579215,3642691,3706479,3770635.0,3835447.0,3901311.0,3968490.0,4037073.0,4106764.0,4176868.0,4246440.0,4314768.0
152,Papua New Guinea,3388631.0,3478093.0,3571209.0,3668102.0,3768489.0,3871490.0,3975950.0,4081022.0,4186499.0,4292575.0,4399320.0,4506996.0,4615843,4725543,4836216.0,4949053.0,5065664.0,5187063,5314258,5446633,5581767,5716166,5847590,5974627,6098621,6223378,6354247,6494902,6646891,6808503,6976200,7144774,7310512,7472196,7631003.0,7788388.0,7946733.0,8107772.0,8271766.0,8438038.0,8606324.0,8776119.0,8947027.0
153,Paraguay,3013281.0,3095151.0,3181627.0,3272922.0,3368763.0,3468533.0,3571275.0,3676206.0,3783074.0,3891725.0,4001678.0,4112396.0,4223413,4334348,4445019.0,4555518.0,4666096.0,4776838,4887638,4998096,5107840,5216346,5323202,5428442,5531958,5632983,5730556,5824095,5913212,5998430,6081296,6163970,6248017,6333981,6421510.0,6510273.0,6599524.0,6688746.0,6777878.0,6867058.0,6956069.0,7044639.0,7132530.0
154,Peru,16683451.0,17113393.0,17547612.0,17985398.0,18426420.0,18870988.0,19319746.0,19772871.0,20230385.0,20691285.0,21153462.0,21614193.0,22071433,22522383,22966822.0,23408135.0,23851405.0,24299168,24753825,25210957,25658070,26078295,26459944,26799289,27100964,27372217,27624226,27866140,28102055,28333050,28562321,28792663,29027680,29264314,29506790.0,29773986.0,30090372.0,30470739.0,30926036.0,31444299.0,31989265.0,32510462.0,32971846.0
155,Philippines,44838485.0,46079844.0,47357741.0,48672831.0,50023564.0,51408910.0,52827047.0,54275836.0,55755346.0,57263835.0,58794999.0,60340768.0,61895169,63454785,65020124.0,66593904.0,68180846.0,69784087,71401743,73030879,74672009,76325927,77991757,79672869,81365260,83051970,84710544,86326251,87888675,89405482,90901967,92414161,93966784,95570049,97212639.0,98871558.0,100513137.0,102113206.0,103663812.0,105172921.0,106651394.0,108116622.0,109581085.0
156,Poland,34965600.0,35247217.0,35574150.0,35898587.0,36230481.0,36571808.0,36904134.0,37201885.0,37456119.0,37668045.0,37824487.0,37961529.0,38110782,38246193,38363667.0,38461408.0,38542652.0,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,37965475.0,37950802.0
157,Portugal,9558250.0,9661265.0,9766312.0,9851362.0,9911771.0,9957865.0,9996232.0,10023613.0,10032734.0,10030031.0,10019610.0,10005000.0,9983218,9960235,9952494.0,9964675.0,9991525.0,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10286263.0,10305564.0
158,Puerto Rico,3129421.0,3168088.0,3206000.0,3242552.0,3277453.0,3311138.0,3344190.0,3377000.0,3409554.0,3441850.0,3473898.0,3505650.0,3537000,3562110,3585176.0,3615497.0,3649237.0,3683103,3724655,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488.0,3593077.0,3534874.0,3473232.0,3406672.0,3325286.0,3193354.0,3193694.0,3194034.0
159,Qatar,191947.0,205172.0,223622.0,247984.0,277229.0,309299.0,341272.0,370886.0,397739.0,422154.0,443611.0,461688.0,476275,487354,495403.0,501479.0,507044.0,513447,522531,535320,551566,570486,592467,615013,640872,681791,753332,865410,1022704,1218441,1436670,1654944,1856329,2035862,2196078.0,2336579.0,2459202.0,2565708.0,2654379.0,2724727.0,2781682.0,2832071.0,2881060.0
160,Romania,21951464.0,22090488.0,22207282.0,22353070.0,22475741.0,22560478.0,22640547.0,22732999.0,22836841.0,22949430.0,23057662.0,23161458.0,23201835,23001155,22794284.0,22763280.0,22730211.0,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19588715.0,19473970.0,19371648.0,19286123.0
161,Russian Federation,137060000.0,138027000.0,139010000.0,139941000.0,140823000.0,141668000.0,142745000.0,143858000.0,144894000.0,145908000.0,146857000.0,147721000.0,147969407,148394216,148538197.0,148458777.0,148407912.0,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721.0,143506995.0,143819667.0,144096870.0,144342397.0,144496739.0,144477859.0,144406261.0,144104080.0
